customer_id,join_date,region,segment,total_orders
CUST00001,2023-04-25,West,Premium,7.0
CUST00002,2023-03-25,East,Premium,2.0
CUST00003,2023-05-21,East,Regular,7.0
CUST00004,2023-07-09,West,Regular,5.0
CUST00005,2024-04-27,East,Regular,5.0
CUST00006,2024-04-14,West,Regular,2.0
CUST00007,2024-03-11,West,Regular,5.0
CUST00008,2025-11-03,East,Premium,3.0
CUST00009,2023-06-17,West,Regular,5.0
CUST00010,2024-09-24,South,Premium,6.0
CUST00011,2024-02-20,North,Premium,5.0
CUST00012,2025-03-23,West,Premium,5.0
CUST00013,2025-05-10,South,Premium,6.0
CUST00014,2023-11-02,East,Regular,4.0
CUST00015,2023-03-11,East,Premium,4.0
CUST00016,2023-11-04,West,Regular,6.0
CUST00017,2025-08-12,North,Premium,3.0
CUST00018,2025-08-26,North,Premium,7.0
CUST00019,2025-12-08,North,Regular,8.0
CUST00020,2023-05-02,West,Regular,9.0
CUST00021,2023-07-19,South,Premium,7.0
CUST00022,2025-09-26,South,Regular,3.0
CUST00023,2025-01-09,West,Premium,4.0
CUST00024,2025-01-20,East,Regular,7.0
CUST00025,2025-09-10,North,Premium,6.0
CUST00026,2023-03-25,West,Regular,6.0
CUST00027,2024-10-12,North,Premium,4.0
CUST00028,2025-01-18,West,Premium,8.0
CUST00029,2025-08-26,East,Regular,2.0
CUST00030,2024-05-03,South,Premium,3.0
CUST00031,2024-05-31,South,Premium,6.0
CUST00032,2025-07-07,South,Regular,8.0
CUST00033,2024-02-06,South,Regular,5.0
CUST00034,2024-12-27,South,Premium,6.0
CUST00035,2025-12-05,East,Premium,5.0
CUST00036,2023-04-27,East,Regular,2.0
CUST00037,2024-10-11,East,Premium,7.0
CUST00038,2025-05-11,South,Premium,3.0
CUST00039,2024-11-16,North,Regular,4.0
CUST00040,2023-04-29,North,Regular,3.0
CUST00041,2025-01-08,East,Premium,3.0
CUST00042,2023-04-07,North,Regular,3.0
CUST00043,2025-02-08,South,Regular,11.0
CUST00044,2025-04-17,West,Premium,8.0
CUST00045,2025-11-22,West,Regular,10.0
CUST00046,2025-05-12,East,Premium,4.0
CUST00047,2023-04-06,East,Regular,1.0
CUST00048,2023-05-16,East,Regular,6.0
CUST00049,2023-08-02,North,Regular,4.0
CUST00050,2025-03-15,South,Premium,3.0
CUST00051,2023-08-22,South,Premium,6.0
CUST00052,2025-12-27,West,Premium,6.0
CUST00053,2025-06-10,West,Premium,2.0
CUST00054,2026-01-13,South,Regular,1.0
CUST00055,2023-05-15,West,Regular,3.0
CUST00056,2025-01-31,North,Premium,4.0
CUST00057,2023-10-02,West,Regular,5.0
CUST00058,2025-09-18,West,Regular,7.0
CUST00059,2023-05-05,South,Regular,2.0
CUST00060,2024-07-19,East,Regular,5.0
CUST00061,2023-03-14,East,Premium,1.0
CUST00062,2023-03-08,West,Regular,5.0
CUST00063,2024-05-16,East,Regular,3.0
CUST00064,2024-07-07,East,Regular,7.0
CUST00065,2025-06-14,North,Regular,3.0
CUST00066,2024-08-30,North,Regular,4.0
CUST00067,2023-04-11,East,Premium,3.0
CUST00068,2025-01-01,North,Regular,8.0
CUST00069,2024-07-31,South,Premium,6.0
CUST00070,2024-07-24,West,Regular,4.0
CUST00071,2025-01-31,North,Premium,5.0
CUST00072,2025-04-24,West,Regular,5.0
CUST00073,2023-08-19,East,Premium,7.0
CUST00074,2023-04-18,South,Premium,3.0
CUST00075,2023-03-05,West,Premium,7.0
CUST00076,2024-04-12,North,Regular,5.0
CUST00077,2024-03-08,South,Premium,4.0
CUST00078,2025-08-07,North,Premium,8.0
CUST00079,2023-11-15,North,Regular,3.0
CUST00080,2023-10-26,North,Premium,5.0
CUST00081,2023-04-14,North,Regular,2.0
CUST00082,2025-12-02,North,Regular,3.0
CUST00083,2024-02-01,West,Regular,6.0
CUST00084,2025-05-26,North,Regular,7.0
CUST00085,2024-06-17,East,Premium,2.0
CUST00086,2023-09-02,West,Regular,6.0
CUST00087,2023-07-21,South,Regular,8.0
CUST00088,2024-07-26,West,Regular,6.0
CUST00089,2024-02-03,East,Regular,5.0
CUST00090,2024-06-19,West,Premium,5.0
CUST00091,2025-08-06,North,Premium,6.0
CUST00092,2023-09-22,North,Regular,6.0
CUST00093,2025-01-18,North,Premium,6.0
CUST00094,2025-04-10,West,Regular,5.0
CUST00095,2025-09-29,North,Regular,4.0
CUST00096,2025-07-25,East,Premium,5.0
CUST00097,2023-05-29,North,Regular,8.0
CUST00098,2024-10-04,South,Regular,6.0
CUST00099,2026-01-21,North,Regular,7.0
CUST00100,2023-12-05,South,Premium,3.0
CUST00101,2023-08-21,North,Regular,4.0
CUST00102,2025-12-12,West,Regular,4.0
CUST00103,2025-08-02,North,Regular,3.0
CUST00104,2023-05-28,East,Premium,1.0
CUST00105,2025-02-02,South,Premium,2.0
CUST00106,2023-10-13,North,Premium,4.0
CUST00107,2025-12-19,West,Regular,7.0
CUST00108,2024-09-08,South,Regular,7.0
CUST00109,2025-01-02,East,Regular,5.0
CUST00110,2024-11-14,East,Premium,5.0
CUST00111,2023-08-16,East,Premium,7.0
CUST00112,2025-03-28,North,Regular,10.0
CUST00113,2024-05-31,West,Premium,7.0
CUST00114,2023-07-16,North,Regular,8.0
CUST00115,2023-09-14,West,Regular,0.0
CUST00116,2026-02-06,East,Regular,5.0
CUST00117,2024-01-21,East,Premium,2.0
CUST00118,2024-05-05,West,Regular,6.0
CUST00119,2024-04-09,West,Premium,2.0
CUST00120,2024-05-18,East,Premium,8.0
CUST00121,2023-07-15,East,Regular,10.0
CUST00122,2026-02-03,West,Regular,6.0
CUST00123,2023-09-19,North,Regular,7.0
CUST00124,2024-08-06,West,Premium,6.0
CUST00125,2025-04-16,South,Regular,3.0
CUST00126,2024-04-30,North,Premium,4.0
CUST00127,2024-11-11,East,Regular,8.0
CUST00128,2025-09-22,West,Regular,6.0
CUST00129,2025-11-07,North,Regular,5.0
CUST00130,2024-07-22,East,Regular,8.0
CUST00131,2025-04-19,East,Premium,5.0
CUST00132,2024-05-30,East,Regular,2.0
CUST00133,2025-09-08,West,Regular,2.0
CUST00134,2024-01-16,West,Regular,4.0
CUST00135,2023-08-29,North,Premium,4.0
CUST00136,2025-11-17,North,Premium,5.0
CUST00137,2025-04-01,West,Premium,5.0
CUST00138,2026-01-11,East,Premium,9.0
CUST00139,2023-12-23,East,Premium,4.0
CUST00140,2025-03-19,West,Regular,6.0
CUST00141,2024-06-01,East,Regular,4.0
CUST00142,2023-11-26,North,Premium,3.0
CUST00143,2024-08-19,East,Regular,9.0
CUST00144,2024-10-31,North,Premium,2.0
CUST00145,2024-06-15,North,Premium,5.0
CUST00146,2023-10-29,North,Regular,8.0
CUST00147,2025-02-01,South,Regular,3.0
CUST00148,2023-07-24,East,Regular,0.0
CUST00149,2025-06-25,South,Premium,6.0
CUST00150,2023-05-20,West,Regular,3.0
CUST00151,2023-08-27,North,Premium,5.0
CUST00152,2024-05-09,South,Premium,6.0
CUST00153,2024-08-21,North,Premium,5.0
CUST00154,2026-02-07,East,Premium,8.0
CUST00155,2025-12-04,North,Regular,4.0
CUST00156,2024-02-12,East,Premium,4.0
CUST00157,2024-10-13,North,Regular,7.0
CUST00158,2024-01-01,South,Regular,5.0
CUST00159,2024-06-12,East,Regular,3.0
CUST00160,2025-05-04,South,Regular,5.0
CUST00161,2025-07-29,West,Premium,7.0
CUST00162,2024-05-07,South,Regular,5.0
CUST00163,2023-07-15,South,Regular,5.0
CUST00164,2025-09-22,South,Regular,6.0
CUST00165,2023-05-09,East,Premium,6.0
CUST00166,2025-01-12,South,Premium,3.0
CUST00167,2024-02-28,East,Regular,6.0
CUST00168,2024-07-31,North,Regular,2.0
CUST00169,2023-10-29,East,Regular,4.0
CUST00170,2023-05-23,South,Premium,4.0
CUST00171,2023-05-10,West,Premium,4.0
CUST00172,2025-04-27,West,Regular,6.0
CUST00173,2023-08-06,North,Premium,10.0
CUST00174,2025-01-23,East,Premium,3.0
CUST00175,2023-05-18,North,Premium,5.0
CUST00176,2024-02-16,East,Regular,6.0
CUST00177,2024-06-01,West,Premium,3.0
CUST00178,2024-06-08,South,Premium,1.0
CUST00179,2025-12-06,North,Premium,4.0
CUST00180,2023-06-02,West,Premium,8.0
CUST00181,2023-10-29,South,Regular,4.0
CUST00182,2024-01-27,West,Regular,10.0
CUST00183,2026-02-04,North,Regular,3.0
CUST00184,2025-03-31,West,Regular,4.0
CUST00185,2024-01-28,North,Regular,5.0
CUST00186,2024-12-08,North,Premium,7.0
CUST00187,2025-03-18,East,Premium,4.0
CUST00188,2023-06-03,South,Regular,8.0
CUST00189,2025-09-13,West,Regular,7.0
CUST00190,2025-06-11,West,Regular,4.0
CUST00191,2025-12-28,West,Regular,3.0
CUST00192,2025-07-19,West,Regular,10.0
CUST00193,2025-04-19,North,Regular,3.0
CUST00194,2023-11-11,East,Regular,6.0
CUST00195,2024-01-24,South,Regular,0.0
CUST00196,2025-04-29,West,Regular,6.0
CUST00197,2025-11-27,East,Regular,6.0
CUST00198,2025-09-18,South,Premium,3.0
CUST00199,2024-06-20,West,Regular,7.0
CUST00200,2024-02-19,North,Regular,5.0
CUST00201,2024-05-17,South,Regular,6.0
CUST00202,2024-04-24,South,Premium,4.0
CUST00203,2023-05-20,North,Regular,4.0
CUST00204,2024-03-25,North,Premium,5.0
CUST00205,2023-06-19,East,Regular,4.0
CUST00206,2024-03-08,North,Premium,11.0
CUST00207,2024-04-30,South,Premium,3.0
CUST00208,2025-11-08,East,Regular,8.0
CUST00209,2025-10-07,East,Premium,6.0
CUST00210,2025-10-30,South,Regular,6.0
CUST00211,2025-05-25,South,Regular,3.0
CUST00212,2025-12-30,West,Regular,4.0
CUST00213,2025-03-26,East,Regular,4.0
CUST00214,2024-03-14,South,Regular,6.0
CUST00215,2024-05-16,West,Regular,4.0
CUST00216,2024-04-15,West,Premium,3.0
CUST00217,2025-08-06,North,Regular,6.0
CUST00218,2025-05-12,South,Regular,5.0
CUST00219,2023-02-22,South,Regular,4.0
CUST00220,2024-02-20,South,Regular,6.0
CUST00221,2024-10-24,South,Regular,7.0
CUST00222,2024-10-14,North,Regular,12.0
CUST00223,2023-08-06,North,Premium,6.0
CUST00224,2024-02-26,North,Regular,5.0
CUST00225,2023-12-27,West,Premium,4.0
CUST00226,2025-06-19,West,Regular,7.0
CUST00227,2023-05-21,East,Premium,5.0
CUST00228,2026-01-25,East,Regular,4.0
CUST00229,2023-08-02,East,Regular,5.0
CUST00230,2023-12-26,West,Premium,4.0
CUST00231,2025-03-03,East,Premium,5.0
CUST00232,2025-02-15,South,Premium,8.0
CUST00233,2023-06-21,South,Regular,6.0
CUST00234,2025-10-09,South,Regular,5.0
CUST00235,2026-02-11,North,Premium,5.0
CUST00236,2023-08-25,East,Regular,5.0
CUST00237,2023-09-15,South,Regular,3.0
CUST00238,2025-01-06,West,Premium,9.0
CUST00239,2025-10-24,East,Premium,2.0
CUST00240,2023-09-30,West,Premium,3.0
CUST00241,2025-02-15,South,Premium,5.0
CUST00242,2025-02-05,East,Premium,8.0
CUST00243,2023-11-30,East,Premium,3.0
CUST00244,2023-05-31,East,Premium,3.0
CUST00245,2023-07-09,West,Regular,1.0
CUST00246,2025-04-10,West,Premium,2.0
CUST00247,2025-06-29,West,Regular,8.0
CUST00248,2025-04-20,North,Regular,6.0
CUST00249,2024-04-07,North,Regular,3.0
CUST00250,2026-01-12,North,Premium,5.0
CUST00251,2023-03-17,South,Regular,5.0
CUST00252,2023-06-10,East,Premium,7.0
CUST00253,2025-12-27,West,Premium,4.0
CUST00254,2024-01-04,East,Regular,5.0
CUST00255,2026-02-11,North,Premium,5.0
CUST00256,2025-07-31,South,Regular,6.0
CUST00257,2024-02-23,East,Premium,4.0
CUST00258,2024-11-08,North,Premium,8.0
CUST00259,2024-12-06,North,Premium,9.0
CUST00260,2023-05-30,North,Premium,5.0
CUST00261,2024-08-03,East,Regular,9.0
CUST00262,2025-02-15,South,Regular,3.0
CUST00263,2025-01-15,East,Premium,5.0
CUST00264,2024-01-23,West,Regular,5.0
CUST00265,2023-07-04,East,Regular,0.0
CUST00266,2024-02-27,East,Premium,5.0
CUST00267,2024-01-17,West,Premium,5.0
CUST00268,2025-06-07,South,Premium,8.0
CUST00269,2024-07-25,South,Regular,3.0
CUST00270,2024-09-06,West,Premium,4.0
CUST00271,2023-04-11,South,Regular,3.0
CUST00272,2024-06-20,North,Regular,6.0
CUST00273,2023-08-29,East,Regular,5.0
CUST00274,2025-03-30,South,Regular,6.0
CUST00275,2025-02-02,South,Regular,1.0
CUST00276,2025-03-08,West,Premium,9.0
CUST00277,2023-05-14,East,Regular,2.0
CUST00278,2023-02-25,East,Premium,3.0
CUST00279,2024-05-08,South,Regular,3.0
CUST00280,2023-12-04,East,Regular,5.0
CUST00281,2023-08-19,South,Premium,5.0
CUST00282,2024-01-19,East,Premium,3.0
CUST00283,2026-01-12,North,Premium,5.0
CUST00284,2024-01-04,West,Regular,5.0
CUST00285,2023-11-09,North,Premium,4.0
CUST00286,2024-11-13,East,Premium,3.0
CUST00287,2025-12-31,East,Premium,6.0
CUST00288,2024-06-24,North,Regular,5.0
CUST00289,2025-06-13,East,Premium,2.0
CUST00290,2024-03-15,West,Regular,1.0
CUST00291,2024-08-02,South,Regular,6.0
CUST00292,2024-07-31,North,Premium,3.0
CUST00293,2023-05-06,West,Premium,4.0
CUST00294,2023-07-28,East,Premium,1.0
CUST00295,2023-03-23,West,Premium,8.0
CUST00296,2025-01-24,North,Premium,6.0
CUST00297,2025-03-15,North,Premium,4.0
CUST00298,2025-10-27,North,Premium,4.0
CUST00299,2023-05-03,North,Regular,1.0
CUST00300,2025-11-12,South,Premium,2.0
CUST00301,2025-11-12,West,Regular,2.0
CUST00302,2025-01-29,North,Premium,2.0
CUST00303,2024-11-14,East,Regular,2.0
CUST00304,2025-11-08,South,Regular,4.0
CUST00305,2024-10-15,West,Regular,6.0
CUST00306,2023-10-04,North,Premium,4.0
CUST00307,2024-08-22,North,Premium,8.0
CUST00308,2024-04-30,South,Regular,5.0
CUST00309,2025-10-27,North,Regular,3.0
CUST00310,2023-07-18,South,Regular,7.0
CUST00311,2023-02-17,North,Regular,8.0
CUST00312,2024-10-08,South,Regular,5.0
CUST00313,2023-12-08,East,Premium,6.0
CUST00314,2025-02-12,East,Premium,7.0
CUST00315,2025-07-24,South,Premium,3.0
CUST00316,2023-06-06,North,Premium,7.0
CUST00317,2025-06-07,North,Regular,2.0
CUST00318,2024-12-16,North,Premium,5.0
CUST00319,2024-08-04,East,Regular,4.0
CUST00320,2023-08-29,West,Regular,2.0
CUST00321,2023-02-25,North,Premium,5.0
CUST00322,2023-06-18,East,Premium,4.0
CUST00323,2026-01-15,North,Regular,3.0
CUST00324,2025-01-26,West,Premium,4.0
CUST00325,2025-10-15,North,Premium,4.0
CUST00326,2025-08-20,South,Regular,2.0
CUST00327,2024-02-27,South,Premium,5.0
CUST00328,2025-04-19,North,Regular,9.0
CUST00329,2025-08-02,North,Premium,7.0
CUST00330,2024-10-17,East,Regular,6.0
CUST00331,2024-10-23,South,Premium,1.0
CUST00332,2023-08-07,South,Regular,5.0
CUST00333,2023-12-16,North,Premium,6.0
CUST00334,2024-03-16,West,Regular,8.0
CUST00335,2023-05-31,East,Premium,5.0
CUST00336,2024-04-04,South,Regular,6.0
CUST00337,2024-02-13,West,Regular,1.0
CUST00338,2025-05-16,North,Premium,3.0
CUST00339,2023-03-23,East,Premium,7.0
CUST00340,2023-08-04,North,Regular,8.0
CUST00341,2023-09-21,East,Regular,3.0
CUST00342,2025-03-11,East,Regular,4.0
CUST00343,2023-05-29,West,Premium,7.0
CUST00344,2024-03-29,West,Premium,8.0
CUST00345,2023-05-29,West,Regular,3.0
CUST00346,2023-10-20,East,Regular,4.0
CUST00347,2026-01-21,South,Premium,7.0
CUST00348,2026-01-09,North,Regular,3.0
CUST00349,2023-12-16,North,Premium,5.0
CUST00350,2023-10-20,North,Premium,0.0
CUST00351,2025-05-01,North,Premium,4.0
CUST00352,2025-11-09,North,Regular,2.0
CUST00353,2024-02-13,East,Premium,8.0
CUST00354,2023-03-20,South,Regular,5.0
CUST00355,2025-05-18,West,Premium,7.0
CUST00356,2023-09-21,South,Premium,0.0
CUST00357,2024-11-08,South,Premium,2.0
CUST00358,2025-04-18,North,Premium,5.0
CUST00359,2025-04-28,North,Regular,10.0
CUST00360,2025-01-07,North,Premium,10.0
CUST00361,2025-08-23,South,Premium,6.0
CUST00362,2023-03-18,East,Premium,7.0
CUST00363,2025-06-24,East,Premium,9.0
CUST00364,2025-10-20,West,Regular,6.0
CUST00365,2025-09-23,South,Regular,2.0
CUST00366,2025-02-20,East,Regular,5.0
CUST00367,2023-07-31,West,Premium,4.0
CUST00368,2023-11-23,East,Premium,4.0
CUST00369,2023-06-26,West,Regular,8.0
CUST00370,2025-12-17,North,Premium,10.0
CUST00371,2023-02-18,East,Regular,3.0
CUST00372,2025-06-13,West,Premium,4.0
CUST00373,2024-02-09,West,Regular,3.0
CUST00374,2023-08-17,North,Regular,4.0
CUST00375,2025-04-01,North,Premium,5.0
CUST00376,2023-09-26,West,Regular,5.0
CUST00377,2026-02-11,West,Regular,5.0
CUST00378,2025-02-27,East,Regular,5.0
CUST00379,2025-01-28,South,Regular,3.0
CUST00380,2025-11-18,North,Regular,5.0
CUST00381,2024-12-24,South,Regular,4.0
CUST00382,2025-10-07,East,Regular,3.0
CUST00383,2025-05-10,West,Regular,4.0
CUST00384,2025-03-11,South,Regular,6.0
CUST00385,2025-06-30,North,Regular,6.0
CUST00386,2024-01-16,North,Premium,4.0
CUST00387,2025-05-02,North,Premium,3.0
CUST00388,2023-09-27,West,Regular,6.0
CUST00389,2023-06-03,East,Regular,5.0
CUST00390,2024-01-01,East,Regular,6.0
CUST00391,2023-11-25,North,Regular,8.0
CUST00392,2023-11-07,East,Premium,5.0
CUST00393,2023-11-12,West,Premium,6.0
CUST00394,2024-01-29,East,Premium,3.0
CUST00395,2023-07-05,East,Premium,4.0
CUST00396,2024-01-28,West,Regular,7.0
CUST00397,2025-11-29,North,Premium,10.0
CUST00398,2025-06-07,West,Premium,4.0
CUST00399,2025-08-19,West,Regular,7.0
CUST00400,2023-12-15,South,Premium,6.0
CUST00401,2025-03-30,East,Premium,6.0
CUST00402,2024-03-19,East,Regular,3.0
CUST00403,2023-09-16,West,Regular,4.0
CUST00404,2024-03-11,South,Premium,7.0
CUST00405,2025-03-15,West,Premium,2.0
CUST00406,2023-09-02,South,Regular,3.0
CUST00407,2025-03-03,South,Regular,7.0
CUST00408,2025-12-23,East,Regular,5.0
CUST00409,2023-09-20,East,Regular,3.0
CUST00410,2024-06-03,East,Premium,5.0
CUST00411,2025-12-07,South,Regular,5.0
CUST00412,2025-08-27,North,Premium,5.0
CUST00413,2023-10-02,East,Premium,9.0
CUST00414,2023-07-09,South,Regular,6.0
CUST00415,2023-11-14,East,Regular,6.0
CUST00416,2023-05-15,North,Regular,8.0
CUST00417,2024-05-16,South,Regular,5.0
CUST00418,2024-10-05,North,Premium,4.0
CUST00419,2023-08-06,East,Premium,3.0
CUST00420,2023-12-26,East,Premium,4.0
CUST00421,2023-12-16,East,Regular,3.0
CUST00422,2025-05-19,West,Premium,9.0
CUST00423,2024-03-28,West,Premium,6.0
CUST00424,2025-10-19,East,Premium,0.0
CUST00425,2023-09-30,East,Premium,5.0
CUST00426,2023-10-09,North,Regular,6.0
CUST00427,2024-11-29,North,Regular,5.0
CUST00428,2024-11-16,South,Regular,5.0
CUST00429,2024-04-08,North,Regular,9.0
CUST00430,2024-11-03,West,Premium,8.0
CUST00431,2023-05-27,South,Regular,11.0
CUST00432,2023-10-03,South,Regular,6.0
CUST00433,2024-01-17,East,Regular,7.0
CUST00434,2025-01-12,East,Premium,3.0
CUST00435,2026-01-27,East,Premium,7.0
CUST00436,2024-08-31,East,Regular,10.0
CUST00437,2023-05-05,South,Regular,6.0
CUST00438,2025-06-05,North,Regular,7.0
CUST00439,2024-07-29,North,Premium,6.0
CUST00440,2023-09-06,South,Regular,5.0
CUST00441,2025-12-17,East,Regular,5.0
CUST00442,2024-09-13,East,Premium,2.0
CUST00443,2025-09-04,East,Regular,6.0
CUST00444,2025-06-15,East,Premium,5.0
CUST00445,2024-07-06,South,Regular,4.0
CUST00446,2023-08-05,West,Premium,6.0
CUST00447,2025-06-08,North,Premium,2.0
CUST00448,2024-03-08,North,Regular,9.0
CUST00449,2023-11-20,East,Premium,8.0
CUST00450,2025-12-19,East,Premium,7.0
CUST00451,2023-08-03,North,Premium,6.0
CUST00452,2025-03-20,East,Premium,3.0
CUST00453,2024-07-06,South,Premium,11.0
CUST00454,2023-03-14,West,Regular,4.0
CUST00455,2024-06-14,West,Regular,3.0
CUST00456,2025-11-02,South,Regular,6.0
CUST00457,2024-08-22,North,Premium,4.0
CUST00458,2023-11-10,South,Premium,5.0
CUST00459,2025-08-30,West,Premium,2.0
CUST00460,2024-10-09,East,Premium,4.0
CUST00461,2026-01-17,East,Premium,6.0
CUST00462,2025-03-29,South,Regular,3.0
CUST00463,2025-01-14,North,Premium,5.0
CUST00464,2023-06-14,North,Regular,9.0
CUST00465,2025-02-24,West,Premium,4.0
CUST00466,2025-05-25,North,Premium,3.0
CUST00467,2026-01-14,South,Regular,6.0
CUST00468,2026-01-11,East,Regular,3.0
CUST00469,2024-04-05,North,Premium,5.0
CUST00470,2023-03-04,West,Regular,1.0
CUST00471,2025-11-06,North,Premium,5.0
CUST00472,2023-08-06,West,Regular,4.0
CUST00473,2024-05-17,East,Regular,8.0
CUST00474,2023-04-04,West,Regular,4.0
CUST00475,2023-03-22,North,Premium,7.0
CUST00476,2023-06-21,East,Regular,4.0
CUST00477,2023-12-11,North,Premium,5.0
CUST00478,2025-12-13,East,Regular,3.0
CUST00479,2025-10-20,East,Regular,6.0
CUST00480,2025-02-04,South,Premium,2.0
CUST00481,2024-12-15,East,Regular,6.0
CUST00482,2024-12-18,South,Regular,7.0
CUST00483,2025-03-19,South,Regular,2.0
CUST00484,2025-05-19,South,Regular,4.0
CUST00485,2023-10-10,North,Premium,2.0
CUST00486,2026-01-09,North,Premium,8.0
CUST00487,2025-03-20,East,Regular,7.0
CUST00488,2025-01-21,North,Premium,1.0
CUST00489,2023-07-02,North,Regular,7.0
CUST00490,2025-09-06,South,Premium,4.0
CUST00491,2025-11-30,East,Premium,4.0
CUST00492,2025-04-01,East,Regular,7.0
CUST00493,2024-04-21,South,Regular,9.0
CUST00494,2024-11-23,West,Regular,9.0
CUST00495,2025-08-12,West,Regular,2.0
CUST00496,2025-09-27,North,Regular,4.0
CUST00497,2023-09-23,East,Regular,5.0
CUST00498,2024-07-15,North,Regular,3.0
CUST00499,2024-02-14,North,Premium,5.0
