customer_id,join_date,region,segment,total_orders
CUST00500,2024-06-12,West,Premium,3.0
CUST00501,2025-01-28,East,Premium,4.0
CUST00502,2024-05-03,North,Regular,2.0
CUST00503,2023-03-20,East,Premium,7.0
CUST00504,2024-11-10,East,Regular,4.0
CUST00505,2023-04-08,East,Premium,5.0
CUST00506,2024-05-24,East,Premium,5.0
CUST00507,2025-05-10,South,Regular,3.0
CUST00508,2024-11-03,South,Premium,4.0
CUST00509,2023-05-30,South,Regular,3.0
CUST00510,2023-12-04,North,Regular,8.0
CUST00511,2024-10-11,North,Regular,2.0
CUST00512,2025-08-24,North,Regular,5.0
CUST00513,2025-03-07,East,Regular,1.0
CUST00514,2024-03-13,North,Premium,5.0
CUST00515,2023-04-23,West,Premium,4.0
CUST00516,2025-12-14,East,Premium,6.0
CUST00517,2024-10-17,East,Regular,3.0
CUST00518,2025-07-02,East,Premium,6.0
CUST00519,2023-03-01,West,Regular,6.0
CUST00520,2024-05-06,West,Regular,4.0
CUST00521,2024-01-03,West,Regular,4.0
CUST00522,2023-05-19,West,Regular,5.0
CUST00523,2023-05-22,North,Premium,7.0
CUST00524,2023-07-16,North,Premium,7.0
CUST00525,2023-06-20,West,Regular,6.0
CUST00526,2025-03-05,East,Regular,3.0
CUST00527,2024-04-24,West,Premium,4.0
CUST00528,2023-12-30,East,Premium,7.0
CUST00529,2024-10-23,South,Premium,3.0
CUST00530,2024-07-23,North,Premium,7.0
CUST00531,2025-01-11,North,Regular,10.0
CUST00532,2026-01-18,West,Regular,3.0
CUST00533,2024-03-22,South,Regular,4.0
CUST00534,2026-01-22,North,Regular,8.0
CUST00535,2023-09-11,North,Premium,8.0
CUST00536,2025-05-26,East,Regular,3.0
CUST00537,2024-06-28,North,Premium,3.0
CUST00538,2023-07-04,North,Regular,4.0
CUST00539,2025-12-21,East,Regular,6.0
CUST00540,2024-06-05,East,Premium,7.0
CUST00541,2026-02-07,South,Premium,6.0
CUST00542,2025-10-26,South,Regular,5.0
CUST00543,2023-09-15,South,Regular,6.0
CUST00544,2023-04-21,East,Regular,8.0
CUST00545,2023-09-26,North,Regular,2.0
CUST00546,2025-03-16,North,Regular,4.0
CUST00547,2023-04-11,West,Regular,5.0
CUST00548,2026-02-07,North,Premium,6.0
CUST00549,2025-02-15,South,Regular,7.0
CUST00550,2025-10-21,South,Premium,4.0
CUST00551,2025-04-22,West,Regular,5.0
CUST00552,2024-11-13,North,Premium,7.0
CUST00553,2025-11-30,West,Premium,5.0
CUST00554,2023-06-09,North,Premium,7.0
CUST00555,2023-12-11,North,Premium,7.0
CUST00556,2025-05-13,South,Regular,9.0
CUST00557,2023-08-31,South,Premium,8.0
CUST00558,2024-04-20,South,Premium,5.0
CUST00559,2026-01-22,West,Premium,6.0
CUST00560,2024-07-09,West,Regular,4.0
CUST00561,2025-07-31,East,Premium,6.0
CUST00562,2023-02-25,North,Regular,5.0
CUST00563,2024-09-04,North,Premium,9.0
CUST00564,2024-12-15,East,Premium,7.0
CUST00565,2025-11-18,West,Premium,3.0
CUST00566,2025-04-23,East,Premium,1.0
CUST00567,2023-06-30,North,Premium,6.0
CUST00568,2025-05-11,North,Premium,3.0
CUST00569,2025-10-05,East,Premium,4.0
CUST00570,2025-10-29,West,Regular,9.0
CUST00571,2024-02-08,South,Regular,7.0
CUST00572,2025-01-26,West,Premium,3.0
CUST00573,2023-09-28,South,Regular,4.0
CUST00574,2024-02-04,North,Regular,6.0
CUST00575,2024-11-08,West,Regular,4.0
CUST00576,2024-08-28,West,Premium,3.0
CUST00577,2024-09-23,South,Regular,4.0
CUST00578,2024-04-08,West,Regular,6.0
CUST00579,2023-12-05,North,Premium,4.0
CUST00580,2025-02-20,North,Premium,2.0
CUST00581,2024-04-26,West,Premium,3.0
CUST00582,2023-10-12,East,Premium,3.0
CUST00583,2023-08-29,East,Regular,6.0
CUST00584,2025-07-16,West,Premium,7.0
CUST00585,2023-07-12,West,Premium,8.0
CUST00586,2023-08-29,West,Regular,4.0
CUST00587,2025-11-23,North,Regular,6.0
CUST00588,2025-07-20,East,Premium,5.0
CUST00589,2025-11-27,South,Regular,5.0
CUST00590,2024-01-17,East,Regular,3.0
CUST00591,2024-10-22,East,Premium,3.0
CUST00592,2024-09-17,North,Premium,6.0
CUST00593,2023-12-10,South,Premium,3.0
CUST00594,2024-02-03,North,Regular,8.0
CUST00595,2023-12-21,West,Regular,4.0
CUST00596,2024-12-29,West,Premium,2.0
CUST00597,2026-01-23,South,Regular,4.0
CUST00598,2023-12-14,North,Premium,4.0
CUST00599,2023-10-12,South,Regular,6.0
CUST00600,2023-04-07,East,Premium,5.0
CUST00601,2025-03-25,South,Regular,5.0
CUST00602,2025-04-29,South,Premium,7.0
CUST00603,2025-10-31,South,Regular,5.0
CUST00604,2024-06-30,East,Regular,6.0
CUST00605,2024-11-06,North,Premium,7.0
CUST00606,2024-07-23,East,Premium,1.0
CUST00607,2024-08-28,North,Regular,3.0
CUST00608,2024-05-13,West,Regular,3.0
CUST00609,2025-08-28,West,Regular,3.0
CUST00610,2025-12-08,West,Regular,5.0
CUST00611,2025-11-26,East,Premium,4.0
CUST00612,2024-09-21,East,Regular,5.0
CUST00613,2025-11-16,West,Regular,5.0
CUST00614,2024-01-16,North,Regular,3.0
CUST00615,2024-07-22,South,Regular,6.0
CUST00616,2025-04-09,North,Premium,1.0
CUST00617,2025-09-29,West,Regular,5.0
CUST00618,2024-02-13,South,Premium,1.0
CUST00619,2025-08-02,East,Premium,5.0
CUST00620,2023-03-29,West,Regular,7.0
CUST00621,2025-07-23,South,Premium,7.0
CUST00622,2024-10-04,East,Regular,5.0
CUST00623,2025-03-20,North,Premium,4.0
CUST00624,2024-12-27,West,Premium,5.0
CUST00625,2025-07-18,West,Regular,6.0
CUST00626,2023-08-29,West,Regular,5.0
CUST00627,2025-10-27,North,Regular,2.0
CUST00628,2023-07-25,East,Premium,5.0
CUST00629,2023-08-26,East,Regular,3.0
CUST00630,2024-03-09,West,Regular,7.0
CUST00631,2024-06-29,North,Premium,4.0
CUST00632,2023-02-25,East,Premium,6.0
CUST00633,2025-02-10,West,Regular,10.0
CUST00634,2025-12-22,West,Premium,8.0
CUST00635,2023-05-17,East,Regular,4.0
CUST00636,2023-08-15,East,Premium,6.0
CUST00637,2024-06-25,East,Premium,4.0
CUST00638,2023-06-25,West,Premium,5.0
CUST00639,2023-10-20,East,Regular,4.0
CUST00640,2025-03-28,West,Premium,6.0
CUST00641,2024-05-11,East,Premium,5.0
CUST00642,2023-10-12,South,Regular,2.0
CUST00643,2023-12-09,North,Premium,7.0
CUST00644,2024-04-20,West,Premium,2.0
CUST00645,2023-07-06,East,Premium,6.0
CUST00646,2024-12-14,South,Regular,5.0
CUST00647,2025-03-11,North,Regular,6.0
CUST00648,2025-02-28,North,Regular,6.0
CUST00649,2023-07-23,South,Regular,7.0
CUST00650,2025-11-16,South,Regular,1.0
CUST00651,2023-05-31,North,Regular,2.0
CUST00652,2024-01-24,East,Regular,9.0
CUST00653,2023-12-04,South,Regular,7.0
CUST00654,2024-06-03,West,Regular,2.0
CUST00655,2023-10-24,North,Regular,3.0
CUST00656,2024-11-16,South,Regular,5.0
CUST00657,2024-07-02,East,Regular,3.0
CUST00658,2023-12-08,South,Premium,3.0
CUST00659,2023-12-14,East,Premium,6.0
CUST00660,2026-01-12,North,Regular,5.0
CUST00661,2025-12-16,North,Premium,6.0
CUST00662,2023-04-19,West,Regular,5.0
CUST00663,2025-01-26,East,Premium,5.0
CUST00664,2024-04-28,North,Regular,5.0
CUST00665,2024-05-08,South,Premium,4.0
CUST00666,2025-12-07,South,Premium,6.0
CUST00667,2025-08-17,South,Premium,3.0
CUST00668,2025-03-11,South,Premium,3.0
CUST00669,2024-10-04,West,Regular,7.0
CUST00670,2025-02-09,North,Regular,5.0
CUST00671,2023-11-17,West,Premium,3.0
CUST00672,2024-01-18,South,Premium,5.0
CUST00673,2023-05-22,South,Regular,8.0
CUST00674,2024-01-24,East,Regular,7.0
CUST00675,2025-06-22,South,Regular,6.0
CUST00676,2025-06-25,West,Premium,9.0
CUST00677,2025-10-06,West,Regular,2.0
CUST00678,2026-01-24,North,Regular,0.0
CUST00679,2025-05-05,West,Premium,11.0
CUST00680,2023-10-09,South,Regular,5.0
CUST00681,2023-06-21,North,Regular,4.0
CUST00682,2025-05-26,West,Regular,4.0
CUST00683,2024-05-10,North,Regular,2.0
CUST00684,2024-10-19,West,Regular,6.0
CUST00685,2024-05-26,South,Premium,4.0
CUST00686,2025-09-25,West,Premium,9.0
CUST00687,2025-02-13,South,Premium,4.0
CUST00688,2024-02-25,North,Regular,3.0
CUST00689,2024-12-28,North,Premium,2.0
CUST00690,2023-04-21,West,Premium,6.0
CUST00691,2023-06-22,West,Premium,5.0
CUST00692,2023-04-04,East,Premium,5.0
CUST00693,2023-05-31,South,Premium,5.0
CUST00694,2024-05-31,North,Premium,8.0
CUST00695,2024-11-30,North,Premium,6.0
CUST00696,2023-08-05,East,Premium,8.0
CUST00697,2023-07-09,West,Premium,7.0
CUST00698,2023-04-19,East,Regular,5.0
CUST00699,2024-06-17,South,Regular,6.0
CUST00700,2024-01-01,West,Premium,7.0
CUST00701,2025-10-19,South,Regular,7.0
CUST00702,2023-04-21,South,Premium,4.0
CUST00703,2023-06-01,South,Premium,6.0
CUST00704,2024-05-19,South,Premium,2.0
CUST00705,2024-10-21,West,Premium,6.0
CUST00706,2024-07-17,South,Regular,2.0
CUST00707,2024-05-21,East,Premium,1.0
CUST00708,2024-03-12,North,Premium,3.0
CUST00709,2024-05-10,North,Premium,5.0
CUST00710,2024-01-29,East,Premium,3.0
CUST00711,2026-01-07,South,Regular,4.0
CUST00712,2023-03-30,West,Regular,5.0
CUST00713,2024-11-21,West,Regular,6.0
CUST00714,2025-09-07,West,Premium,3.0
CUST00715,2024-12-11,East,Premium,7.0
CUST00716,2025-07-22,East,Premium,2.0
CUST00717,2023-10-26,South,Regular,3.0
CUST00718,2024-08-21,North,Premium,6.0
CUST00719,2025-05-03,East,Regular,5.0
CUST00720,2024-03-11,South,Regular,6.0
CUST00721,2024-08-26,North,Regular,4.0
CUST00722,2023-11-10,North,Premium,4.0
CUST00723,2024-10-09,North,Premium,7.0
CUST00724,2026-02-16,North,Premium,3.0
CUST00725,2024-03-05,West,Premium,1.0
CUST00726,2023-12-17,North,Premium,6.0
CUST00727,2024-03-27,West,Regular,5.0
CUST00728,2025-08-28,East,Regular,9.0
CUST00729,2023-06-09,East,Premium,1.0
CUST00730,2023-04-11,North,Regular,7.0
CUST00731,2023-04-08,North,Premium,9.0
CUST00732,2023-10-11,North,Regular,7.0
CUST00733,2023-05-27,East,Regular,5.0
CUST00734,2025-09-16,East,Regular,6.0
CUST00735,2024-10-19,West,Premium,11.0
CUST00736,2023-06-25,South,Premium,3.0
CUST00737,2024-04-14,South,Premium,3.0
CUST00738,2025-08-29,East,Premium,2.0
CUST00739,2026-01-20,North,Regular,5.0
CUST00740,2025-05-03,North,Premium,9.0
CUST00741,2023-06-15,South,Regular,4.0
CUST00742,2024-04-10,East,Regular,4.0
CUST00743,2025-04-17,South,Regular,6.0
CUST00744,2025-05-28,West,Premium,5.0
CUST00745,2023-08-17,North,Premium,4.0
CUST00746,2025-01-01,South,Premium,5.0
CUST00747,2023-10-10,West,Regular,5.0
CUST00748,2025-02-19,East,Premium,5.0
CUST00749,2024-12-28,West,Regular,3.0
CUST00750,2023-07-28,West,Regular,3.0
CUST00751,2024-05-15,North,Regular,5.0
CUST00752,2025-12-01,South,Premium,3.0
CUST00753,2024-09-22,North,Premium,9.0
CUST00754,2023-09-27,South,Regular,7.0
CUST00755,2024-12-20,West,Regular,5.0
CUST00756,2026-02-01,West,Premium,3.0
CUST00757,2025-03-01,West,Premium,4.0
CUST00758,2025-12-05,East,Premium,6.0
CUST00759,2024-10-31,North,Premium,5.0
CUST00760,2024-10-31,East,Regular,4.0
CUST00761,2024-10-22,South,Regular,3.0
CUST00762,2025-03-27,East,Premium,2.0
CUST00763,2025-11-13,North,Regular,7.0
CUST00764,2024-08-16,East,Premium,4.0
CUST00765,2023-05-13,North,Premium,6.0
CUST00766,2024-07-24,South,Regular,3.0
CUST00767,2023-09-14,South,Premium,5.0
CUST00768,2025-04-25,North,Regular,8.0
CUST00769,2024-06-10,West,Premium,5.0
CUST00770,2023-05-09,South,Premium,10.0
CUST00771,2023-08-29,East,Premium,8.0
CUST00772,2025-12-19,South,Regular,5.0
CUST00773,2025-03-27,North,Regular,4.0
CUST00774,2024-05-08,North,Premium,6.0
CUST00775,2023-09-27,North,Premium,5.0
CUST00776,2025-04-24,North,Regular,8.0
CUST00777,2024-01-18,West,Premium,8.0
CUST00778,2024-08-04,South,Regular,5.0
CUST00779,2025-05-17,North,Premium,11.0
CUST00780,2023-09-28,East,Regular,4.0
CUST00781,2023-11-10,North,Premium,6.0
CUST00782,2025-01-23,South,Premium,3.0
CUST00783,2024-03-10,North,Regular,3.0
CUST00784,2024-04-07,South,Regular,3.0
CUST00785,2024-08-03,West,Regular,7.0
CUST00786,2025-05-20,East,Regular,6.0
CUST00787,2025-06-27,East,Premium,4.0
CUST00788,2024-01-13,South,Regular,7.0
CUST00789,2025-03-03,West,Regular,9.0
CUST00790,2023-07-27,North,Premium,6.0
CUST00791,2024-08-12,North,Regular,8.0
CUST00792,2025-10-22,East,Regular,9.0
CUST00793,2025-02-05,East,Premium,5.0
CUST00794,2025-02-25,North,Regular,4.0
CUST00795,2025-06-21,East,Premium,4.0
CUST00796,2023-10-15,West,Premium,6.0
CUST00797,2023-11-26,East,Premium,7.0
CUST00798,2024-12-12,North,Regular,4.0
CUST00799,2025-01-27,East,Premium,7.0
CUST00800,2023-07-21,North,Premium,4.0
CUST00801,2024-12-23,West,Premium,1.0
CUST00802,2025-03-11,North,Premium,4.0
CUST00803,2024-09-10,North,Premium,7.0
CUST00804,2025-03-16,West,Regular,6.0
CUST00805,2025-01-05,South,Premium,7.0
CUST00806,2025-08-19,North,Regular,5.0
CUST00807,2024-08-12,East,Premium,8.0
CUST00808,2025-04-09,South,Premium,4.0
CUST00809,2023-06-09,North,Regular,4.0
CUST00810,2025-02-28,South,Regular,8.0
CUST00811,2024-02-17,South,Premium,3.0
CUST00812,2023-03-07,South,Premium,4.0
CUST00813,2023-05-06,North,Regular,4.0
CUST00814,2023-07-16,East,Regular,3.0
CUST00815,2023-08-15,South,Regular,5.0
CUST00816,2023-10-20,South,Premium,5.0
CUST00817,2025-05-08,East,Premium,3.0
CUST00818,2024-02-22,West,Regular,4.0
CUST00819,2023-10-20,North,Premium,3.0
CUST00820,2026-02-08,East,Regular,4.0
CUST00821,2025-04-04,North,Regular,7.0
CUST00822,2024-03-29,North,Premium,2.0
CUST00823,2025-06-10,West,Premium,5.0
CUST00824,2023-08-12,West,Regular,7.0
CUST00825,2024-04-03,North,Premium,1.0
CUST00826,2023-08-19,East,Regular,10.0
CUST00827,2025-11-29,South,Regular,5.0
CUST00828,2023-04-27,South,Premium,3.0
CUST00829,2023-10-27,West,Premium,7.0
CUST00830,2025-12-26,North,Regular,5.0
CUST00831,2025-11-07,North,Regular,3.0
CUST00832,2025-03-21,South,Premium,6.0
CUST00833,2024-12-20,East,Regular,7.0
CUST00834,2025-12-10,South,Regular,4.0
CUST00835,2025-12-29,West,Premium,7.0
CUST00836,2023-03-20,North,Regular,2.0
CUST00837,2024-03-11,West,Premium,5.0
CUST00838,2026-01-18,North,Regular,7.0
CUST00839,2024-04-30,South,Regular,6.0
CUST00840,2023-06-29,East,Premium,3.0
CUST00841,2024-03-07,South,Premium,4.0
CUST00842,2025-03-17,North,Regular,5.0
CUST00843,2023-12-20,West,Regular,3.0
CUST00844,2025-03-25,North,Regular,6.0
CUST00845,2025-09-13,North,Regular,5.0
CUST00846,2024-02-17,South,Regular,3.0
CUST00847,2024-07-21,South,Premium,5.0
CUST00848,2026-02-11,East,Regular,2.0
CUST00849,2024-03-31,South,Premium,3.0
CUST00850,2023-09-07,South,Regular,5.0
CUST00851,2023-11-26,South,Regular,7.0
CUST00852,2025-12-28,West,Regular,4.0
CUST00853,2024-07-17,East,Premium,8.0
CUST00854,2023-09-28,South,Regular,4.0
CUST00855,2024-07-31,West,Premium,2.0
CUST00856,2023-04-29,South,Regular,6.0
CUST00857,2024-08-16,East,Regular,6.0
CUST00858,2024-05-21,East,Regular,3.0
CUST00859,2023-07-16,North,Premium,5.0
CUST00860,2024-12-03,South,Premium,4.0
CUST00861,2024-01-01,North,Premium,4.0
CUST00862,2023-11-11,East,Regular,3.0
CUST00863,2024-03-03,North,Premium,3.0
CUST00864,2025-08-02,South,Premium,8.0
CUST00865,2024-04-27,North,Regular,3.0
CUST00866,2025-03-18,South,Regular,10.0
CUST00867,2026-01-24,South,Premium,4.0
CUST00868,2024-04-18,North,Regular,3.0
CUST00869,2023-12-19,North,Regular,5.0
CUST00870,2023-07-01,South,Regular,6.0
CUST00871,2023-07-18,East,Premium,6.0
CUST00872,2025-06-23,East,Premium,4.0
CUST00873,2025-04-26,West,Regular,5.0
CUST00874,2025-12-25,West,Premium,4.0
CUST00875,2023-08-05,East,Premium,3.0
CUST00876,2025-12-27,North,Regular,3.0
CUST00877,2024-04-16,West,Premium,7.0
CUST00878,2023-03-03,North,Premium,5.0
CUST00879,2024-05-14,South,Regular,7.0
CUST00880,2025-12-04,East,Regular,4.0
CUST00881,2024-03-11,South,Regular,8.0
CUST00882,2024-05-23,North,Premium,5.0
CUST00883,2024-10-12,East,Regular,5.0
CUST00884,2023-06-13,North,Regular,4.0
CUST00885,2025-09-30,West,Premium,6.0
CUST00886,2025-04-07,North,Premium,9.0
CUST00887,2023-12-08,South,Regular,5.0
CUST00888,2023-10-30,West,Regular,5.0
CUST00889,2024-09-27,West,Regular,4.0
CUST00890,2024-03-31,South,Regular,9.0
CUST00891,2024-04-29,North,Premium,6.0
CUST00892,2023-03-24,South,Regular,7.0
CUST00893,2024-08-28,South,Premium,2.0
CUST00894,2024-10-24,South,Regular,8.0
CUST00895,2023-03-25,North,Premium,5.0
CUST00896,2024-04-30,South,Premium,7.0
CUST00897,2023-12-03,East,Premium,2.0
CUST00898,2023-05-09,West,Regular,5.0
CUST00899,2024-05-23,West,Premium,3.0
CUST00900,2025-10-06,East,Premium,4.0
CUST00901,2024-02-02,South,Regular,9.0
CUST00902,2025-04-24,East,Premium,7.0
CUST00903,2023-12-18,East,Premium,4.0
CUST00904,2024-12-12,East,Regular,4.0
CUST00905,2024-12-11,North,Regular,3.0
CUST00906,2024-03-08,South,Premium,2.0
CUST00907,2025-10-16,West,Premium,4.0
CUST00908,2026-01-13,East,Premium,3.0
CUST00909,2023-10-12,West,Regular,2.0
CUST00910,2024-07-11,East,Regular,4.0
CUST00911,2024-08-15,East,Premium,1.0
CUST00912,2023-10-30,North,Regular,6.0
CUST00913,2024-01-31,East,Premium,6.0
CUST00914,2024-07-28,South,Premium,9.0
CUST00915,2024-12-05,East,Premium,10.0
CUST00916,2024-08-02,West,Regular,11.0
CUST00917,2024-09-15,North,Premium,3.0
CUST00918,2025-06-21,South,Regular,3.0
CUST00919,2025-03-07,West,Premium,5.0
CUST00920,2026-02-06,South,Regular,2.0
CUST00921,2023-06-28,East,Regular,5.0
CUST00922,2025-11-07,North,Regular,3.0
CUST00923,2023-04-29,North,Regular,5.0
CUST00924,2023-09-21,South,Regular,2.0
CUST00925,2023-06-26,West,Premium,2.0
CUST00926,2024-08-29,East,Premium,8.0
CUST00927,2023-07-01,South,Premium,5.0
CUST00928,2026-01-12,East,Regular,9.0
CUST00929,2023-09-27,North,Regular,9.0
CUST00930,2023-10-12,South,Premium,2.0
CUST00931,2025-04-04,South,Regular,1.0
CUST00932,2023-07-14,North,Premium,5.0
CUST00933,2025-08-11,East,Premium,3.0
CUST00934,2025-05-25,North,Premium,5.0
CUST00935,2025-06-10,East,Regular,10.0
CUST00936,2024-02-24,East,Regular,5.0
CUST00937,2024-04-28,South,Premium,7.0
CUST00938,2023-05-24,North,Premium,7.0
CUST00939,2025-02-03,South,Regular,1.0
CUST00940,2024-10-21,East,Premium,3.0
CUST00941,2025-08-24,North,Premium,3.0
CUST00942,2025-07-30,West,Premium,6.0
CUST00943,2024-11-12,West,Premium,3.0
CUST00944,2023-07-25,South,Premium,8.0
CUST00945,2023-07-09,East,Premium,4.0
CUST00946,2025-06-26,West,Premium,1.0
CUST00947,2024-08-18,West,Premium,5.0
CUST00948,2025-01-02,West,Regular,5.0
CUST00949,2025-12-17,North,Regular,5.0
CUST00950,2023-12-28,North,Regular,9.0
CUST00951,2024-04-24,South,Regular,2.0
CUST00952,2025-04-29,West,Regular,5.0
CUST00953,2024-03-11,West,Premium,8.0
CUST00954,2023-10-24,North,Premium,10.0
CUST00955,2025-07-18,West,Regular,3.0
CUST00956,2024-11-15,North,Premium,1.0
CUST00957,2025-07-18,East,Premium,8.0
CUST00958,2025-11-05,North,Premium,3.0
CUST00959,2024-11-29,North,Regular,4.0
CUST00960,2024-11-29,South,Regular,4.0
CUST00961,2025-02-28,North,Premium,5.0
CUST00962,2025-04-06,West,Regular,3.0
CUST00963,2024-03-02,South,Regular,7.0
CUST00964,2025-10-21,North,Regular,2.0
CUST00965,2025-04-21,West,Regular,3.0
CUST00966,2024-11-26,East,Regular,5.0
CUST00967,2023-06-05,North,Premium,4.0
CUST00968,2024-04-27,South,Regular,2.0
CUST00969,2024-08-12,West,Regular,3.0
CUST00970,2025-04-15,South,Premium,2.0
CUST00971,2023-05-17,West,Regular,3.0
CUST00972,2025-06-19,South,Premium,6.0
CUST00973,2023-09-18,South,Premium,3.0
CUST00974,2023-08-31,South,Premium,3.0
CUST00975,2023-08-01,North,Premium,7.0
CUST00976,2025-07-07,East,Premium,2.0
CUST00977,2025-02-25,South,Regular,4.0
CUST00978,2026-02-09,East,Regular,6.0
CUST00979,2023-11-10,North,Premium,5.0
CUST00980,2023-10-14,South,Regular,1.0
CUST00981,2024-11-07,East,Premium,5.0
CUST00982,2023-04-11,East,Premium,7.0
CUST00983,2023-10-05,North,Premium,4.0
CUST00984,2025-07-17,East,Premium,7.0
CUST00985,2025-06-05,East,Premium,4.0
CUST00986,2024-08-02,South,Premium,7.0
CUST00987,2023-03-26,East,Regular,9.0
CUST00988,2025-04-23,West,Regular,10.0
CUST00989,2025-02-15,South,Premium,13.0
CUST00990,2024-04-05,East,Premium,8.0
CUST00991,2023-07-10,North,Regular,6.0
CUST00992,2024-02-22,West,Premium,7.0
CUST00993,2025-05-24,North,Regular,8.0
CUST00994,2023-07-16,East,Premium,4.0
CUST00995,2024-03-04,South,Premium,2.0
CUST00996,2025-05-04,West,Premium,7.0
CUST00997,2026-01-21,East,Regular,7.0
CUST00998,2023-05-30,North,Premium,1.0
CUST00999,2025-10-26,East,Premium,5.0
CUST01000,2025-12-08,North,Regular,4.0
