product_id,store_id,stock_level,reorder_point
PROD0040,STORE020,55,31
PROD0041,STORE001,426,42
PROD0041,STORE002,195,43
PROD0041,STORE003,239,92
PROD0041,STORE004,202,49
PROD0041,STORE005,457,37
PROD0041,STORE006,231,74
PROD0041,STORE007,20,79
PROD0041,STORE008,285,89
PROD0041,STORE009,303,47
PROD0041,STORE010,148,79
PROD0041,STORE011,225,75
PROD0041,STORE012,336,47
PROD0041,STORE013,244,90
PROD0041,STORE014,90,86
PROD0041,STORE015,71,62
PROD0041,STORE016,366,70
PROD0041,STORE017,490,36
PROD0041,STORE018,261,74
PROD0041,STORE019,255,85
PROD0041,STORE020,177,78
PROD0042,STORE001,407,84
PROD0042,STORE002,183,87
PROD0042,STORE003,27,46
PROD0042,STORE004,203,37
PROD0042,STORE005,241,79
PROD0042,STORE006,338,49
PROD0042,STORE007,253,56
PROD0042,STORE008,128,35
PROD0042,STORE009,317,72
PROD0042,STORE010,122,46
PROD0042,STORE011,355,39
PROD0042,STORE012,136,81
PROD0042,STORE013,157,38
PROD0042,STORE014,16,64
PROD0042,STORE015,449,93
PROD0042,STORE016,205,60
PROD0042,STORE017,407,38
PROD0042,STORE018,293,60
PROD0042,STORE019,472,100
PROD0042,STORE020,148,73
PROD0043,STORE001,488,60
PROD0043,STORE002,274,49
PROD0043,STORE003,283,72
PROD0043,STORE004,256,37
PROD0043,STORE005,366,75
PROD0043,STORE006,395,94
PROD0043,STORE007,24,64
PROD0043,STORE008,495,48
PROD0043,STORE009,176,97
PROD0043,STORE010,202,95
PROD0043,STORE011,413,97
PROD0043,STORE012,499,65
PROD0043,STORE013,19,49
PROD0043,STORE014,193,37
PROD0043,STORE015,112,86
PROD0043,STORE016,327,37
PROD0043,STORE017,93,87
PROD0043,STORE018,379,66
PROD0043,STORE019,397,74
PROD0043,STORE020,466,49
PROD0044,STORE001,458,55
PROD0044,STORE002,131,30
PROD0044,STORE003,121,99
PROD0044,STORE004,43,95
PROD0044,STORE005,340,34
PROD0044,STORE006,245,98
PROD0044,STORE007,58,82
PROD0044,STORE008,144,48
PROD0044,STORE009,209,89
PROD0044,STORE010,335,78
PROD0044,STORE011,48,82
PROD0044,STORE012,52,61
PROD0044,STORE013,119,53
PROD0044,STORE014,442,51
PROD0044,STORE015,122,88
PROD0044,STORE016,273,91
PROD0044,STORE017,10,63
PROD0044,STORE018,247,93
PROD0044,STORE019,268,93
PROD0044,STORE020,229,66
PROD0045,STORE001,369,68
PROD0045,STORE002,495,52
PROD0045,STORE003,110,63
PROD0045,STORE004,440,35
PROD0045,STORE005,420,85
PROD0045,STORE006,228,57
PROD0045,STORE007,95,48
PROD0045,STORE008,56,74
PROD0045,STORE009,456,66
PROD0045,STORE010,375,54
PROD0045,STORE011,116,63
PROD0045,STORE012,336,97
PROD0045,STORE013,275,43
PROD0045,STORE014,334,94
PROD0045,STORE015,88,57
PROD0045,STORE016,367,74
PROD0045,STORE017,80,88
PROD0045,STORE018,380,62
PROD0045,STORE019,458,37
PROD0045,STORE020,412,86
PROD0046,STORE001,58,94
PROD0046,STORE002,158,82
PROD0046,STORE003,393,88
PROD0046,STORE004,401,35
PROD0046,STORE005,343,95
PROD0046,STORE006,365,94
PROD0046,STORE007,497,66
PROD0046,STORE008,319,99
PROD0046,STORE009,11,84
PROD0046,STORE010,12,62
PROD0046,STORE011,31,72
PROD0046,STORE012,208,96
PROD0046,STORE013,128,92
PROD0046,STORE014,34,88
PROD0046,STORE015,25,54
PROD0046,STORE016,233,41
PROD0046,STORE017,180,40
PROD0046,STORE018,484,62
PROD0046,STORE019,319,50
PROD0046,STORE020,223,35
PROD0047,STORE001,427,64
PROD0047,STORE002,306,65
PROD0047,STORE003,308,91
PROD0047,STORE004,66,68
PROD0047,STORE005,230,63
PROD0047,STORE006,460,68
PROD0047,STORE007,130,37
PROD0047,STORE008,34,59
PROD0047,STORE009,367,39
PROD0047,STORE010,253,91
PROD0047,STORE011,200,66
PROD0047,STORE012,378,65
PROD0047,STORE013,67,96
PROD0047,STORE014,450,67
PROD0047,STORE015,393,46
PROD0047,STORE016,497,83
PROD0047,STORE017,188,75
PROD0047,STORE018,243,34
PROD0047,STORE019,229,91
PROD0047,STORE020,80,80
PROD0048,STORE001,25,53
PROD0048,STORE002,294,96
PROD0048,STORE003,406,54
PROD0048,STORE004,352,57
PROD0048,STORE005,492,62
PROD0048,STORE006,135,42
PROD0048,STORE007,91,31
PROD0048,STORE008,24,96
PROD0048,STORE009,336,74
PROD0048,STORE010,435,94
PROD0048,STORE011,64,41
PROD0048,STORE012,292,63
PROD0048,STORE013,174,34
PROD0048,STORE014,203,79
PROD0048,STORE015,350,32
PROD0048,STORE016,356,87
PROD0048,STORE017,13,71
PROD0048,STORE018,59,75
PROD0048,STORE019,364,63
PROD0048,STORE020,109,66
PROD0049,STORE001,166,97
PROD0049,STORE002,104,54
PROD0049,STORE003,159,92
PROD0049,STORE004,56,96
PROD0049,STORE005,207,74
PROD0049,STORE006,343,81
PROD0049,STORE007,92,94
PROD0049,STORE008,29,81
PROD0049,STORE009,161,74
PROD0049,STORE010,200,57
PROD0049,STORE011,28,72
PROD0049,STORE012,249,60
PROD0049,STORE013,56,99
PROD0049,STORE014,269,89
PROD0049,STORE015,342,35
PROD0049,STORE016,16,39
PROD0049,STORE017,314,83
PROD0049,STORE018,36,63
PROD0049,STORE019,420,35
PROD0049,STORE020,456,30
PROD0050,STORE001,485,96
PROD0050,STORE002,226,96
PROD0050,STORE003,406,62
PROD0050,STORE004,464,54
PROD0050,STORE005,65,47
PROD0050,STORE006,388,83
PROD0050,STORE007,430,94
PROD0050,STORE008,95,42
PROD0050,STORE009,13,77
PROD0050,STORE010,331,70
PROD0050,STORE011,111,44
PROD0050,STORE012,51,38
PROD0050,STORE013,225,42
PROD0050,STORE014,435,95
PROD0050,STORE015,365,36
PROD0050,STORE016,255,95
PROD0050,STORE017,85,85
PROD0050,STORE018,341,90
PROD0050,STORE019,498,80
PROD0050,STORE020,279,60
PROD0051,STORE001,325,34
PROD0051,STORE002,472,43
PROD0051,STORE003,297,92
PROD0051,STORE004,102,88
PROD0051,STORE005,362,54
PROD0051,STORE006,395,78
PROD0051,STORE007,421,85
PROD0051,STORE008,179,58
PROD0051,STORE009,191,39
PROD0051,STORE010,218,69
PROD0051,STORE011,354,92
PROD0051,STORE012,272,39
PROD0051,STORE013,28,70
PROD0051,STORE014,1,86
PROD0051,STORE015,345,87
PROD0051,STORE016,171,71
PROD0051,STORE017,456,52
PROD0051,STORE018,33,32
PROD0051,STORE019,27,96
PROD0051,STORE020,284,72
PROD0052,STORE001,42,90
PROD0052,STORE002,439,99
PROD0052,STORE003,233,94
PROD0052,STORE004,214,84
PROD0052,STORE005,327,47
PROD0052,STORE006,64,46
PROD0052,STORE007,371,62
PROD0052,STORE008,414,87
PROD0052,STORE009,480,69
PROD0052,STORE010,175,92
PROD0052,STORE011,363,41
PROD0052,STORE012,164,50
PROD0052,STORE013,14,58
PROD0052,STORE014,465,97
PROD0052,STORE015,266,36
PROD0052,STORE016,327,74
PROD0052,STORE017,33,57
PROD0052,STORE018,83,64
PROD0052,STORE019,418,73
PROD0052,STORE020,300,53
PROD0053,STORE001,461,92
PROD0053,STORE002,430,34
PROD0053,STORE003,171,75
PROD0053,STORE004,148,38
PROD0053,STORE005,485,71
PROD0053,STORE006,370,61
PROD0053,STORE007,475,96
PROD0053,STORE008,2,50
PROD0053,STORE009,143,36
PROD0053,STORE010,82,76
PROD0053,STORE011,445,99
PROD0053,STORE012,312,52
PROD0053,STORE013,286,96
PROD0053,STORE014,137,37
PROD0053,STORE015,439,96
PROD0053,STORE016,152,59
PROD0053,STORE017,255,70
PROD0053,STORE018,296,55
PROD0053,STORE019,322,33
PROD0053,STORE020,230,75
PROD0054,STORE001,277,88
PROD0054,STORE002,423,31
PROD0054,STORE003,67,72
PROD0054,STORE004,168,64
PROD0054,STORE005,39,89
PROD0054,STORE006,194,57
PROD0054,STORE007,50,100
PROD0054,STORE008,301,75
PROD0054,STORE009,301,56
PROD0054,STORE010,357,81
PROD0054,STORE011,175,99
PROD0054,STORE012,334,34
PROD0054,STORE013,300,31
PROD0054,STORE014,318,96
PROD0054,STORE015,150,69
PROD0054,STORE016,430,38
PROD0054,STORE017,51,33
PROD0054,STORE018,66,56
PROD0054,STORE019,406,48
PROD0054,STORE020,105,35
PROD0055,STORE001,267,53
PROD0055,STORE002,293,44
PROD0055,STORE003,135,63
PROD0055,STORE004,266,77
PROD0055,STORE005,28,52
PROD0055,STORE006,482,82
PROD0055,STORE007,196,80
PROD0055,STORE008,278,75
PROD0055,STORE009,431,88
PROD0055,STORE010,405,36
PROD0055,STORE011,153,48
PROD0055,STORE012,224,78
PROD0055,STORE013,411,44
PROD0055,STORE014,224,39
PROD0055,STORE015,179,67
PROD0055,STORE016,147,91
PROD0055,STORE017,238,33
PROD0055,STORE018,245,59
PROD0055,STORE019,432,40
PROD0055,STORE020,119,100
PROD0056,STORE001,323,99
PROD0056,STORE002,257,57
PROD0056,STORE003,98,73
PROD0056,STORE004,74,63
PROD0056,STORE005,266,86
PROD0056,STORE006,330,95
PROD0056,STORE007,202,32
PROD0056,STORE008,234,74
PROD0056,STORE009,22,42
PROD0056,STORE010,290,86
PROD0056,STORE011,317,40
PROD0056,STORE012,460,91
PROD0056,STORE013,175,69
PROD0056,STORE014,320,90
PROD0056,STORE015,281,66
PROD0056,STORE016,162,69
PROD0056,STORE017,464,32
PROD0056,STORE018,4,59
PROD0056,STORE019,203,75
PROD0056,STORE020,346,61
PROD0057,STORE001,141,47
PROD0057,STORE002,352,54
PROD0057,STORE003,0,65
PROD0057,STORE004,54,98
PROD0057,STORE005,265,74
PROD0057,STORE006,198,50
PROD0057,STORE007,242,88
PROD0057,STORE008,276,46
PROD0057,STORE009,65,40
PROD0057,STORE010,52,37
PROD0057,STORE011,14,95
PROD0057,STORE012,433,51
PROD0057,STORE013,318,78
PROD0057,STORE014,271,35
PROD0057,STORE015,263,41
PROD0057,STORE016,9,70
PROD0057,STORE017,27,89
PROD0057,STORE018,406,33
PROD0057,STORE019,287,85
PROD0057,STORE020,215,36
PROD0058,STORE001,212,50
PROD0058,STORE002,222,38
PROD0058,STORE003,333,81
PROD0058,STORE004,277,96
PROD0058,STORE005,331,79
PROD0058,STORE006,359,59
PROD0058,STORE007,45,50
PROD0058,STORE008,462,92
PROD0058,STORE009,2,78
PROD0058,STORE010,144,79
PROD0058,STORE011,226,78
PROD0058,STORE012,495,89
PROD0058,STORE013,413,33
PROD0058,STORE014,144,44
PROD0058,STORE015,380,56
PROD0058,STORE016,134,82
PROD0058,STORE017,477,88
PROD0058,STORE018,354,32
PROD0058,STORE019,133,40
PROD0058,STORE020,13,66
PROD0059,STORE001,271,78
PROD0059,STORE002,53,60
PROD0059,STORE003,436,47
PROD0059,STORE004,277,62
PROD0059,STORE005,204,100
PROD0059,STORE006,233,82
PROD0059,STORE007,10,99
PROD0059,STORE008,380,34
PROD0059,STORE009,424,100
PROD0059,STORE010,224,39
PROD0059,STORE011,412,76
PROD0059,STORE012,50,64
PROD0059,STORE013,454,50
PROD0059,STORE014,50,53
PROD0059,STORE015,305,82
PROD0059,STORE016,170,100
PROD0059,STORE017,241,30
PROD0059,STORE018,284,36
PROD0059,STORE019,376,77
PROD0059,STORE020,63,79
PROD0060,STORE001,373,49
PROD0060,STORE002,431,41
PROD0060,STORE003,69,88
PROD0060,STORE004,420,95
PROD0060,STORE005,163,79
PROD0060,STORE006,297,38
PROD0060,STORE007,131,52
PROD0060,STORE008,432,80
PROD0060,STORE009,302,56
PROD0060,STORE010,428,95
PROD0060,STORE011,278,36
PROD0060,STORE012,231,86
PROD0060,STORE013,263,89
PROD0060,STORE014,390,34
PROD0060,STORE015,6,59
PROD0060,STORE016,87,90
PROD0060,STORE017,184,83
PROD0060,STORE018,312,55
PROD0060,STORE019,441,91
PROD0060,STORE020,468,98
PROD0061,STORE001,17,63
PROD0061,STORE002,475,87
PROD0061,STORE003,380,73
PROD0061,STORE004,191,99
PROD0061,STORE005,281,63
PROD0061,STORE006,313,79
PROD0061,STORE007,406,98
PROD0061,STORE008,18,61
PROD0061,STORE009,25,65
PROD0061,STORE010,388,68
PROD0061,STORE011,422,87
PROD0061,STORE012,496,77
PROD0061,STORE013,96,94
PROD0061,STORE014,265,33
PROD0061,STORE015,41,75
PROD0061,STORE016,50,42
PROD0061,STORE017,317,48
PROD0061,STORE018,224,45
PROD0061,STORE019,101,33
PROD0061,STORE020,303,64
PROD0062,STORE001,286,61
PROD0062,STORE002,399,42
PROD0062,STORE003,467,96
PROD0062,STORE004,147,77
PROD0062,STORE005,53,50
PROD0062,STORE006,110,93
PROD0062,STORE007,242,37
PROD0062,STORE008,120,50
PROD0062,STORE009,348,50
PROD0062,STORE010,224,39
PROD0062,STORE011,485,62
PROD0062,STORE012,295,40
PROD0062,STORE013,296,85
PROD0062,STORE014,86,84
PROD0062,STORE015,68,90
PROD0062,STORE016,308,38
PROD0062,STORE017,131,43
PROD0062,STORE018,246,51
PROD0062,STORE019,5,47
PROD0062,STORE020,224,46
PROD0063,STORE001,297,97
PROD0063,STORE002,329,80
PROD0063,STORE003,0,85
PROD0063,STORE004,487,100
PROD0063,STORE005,258,73
PROD0063,STORE006,51,77
PROD0063,STORE007,492,58
PROD0063,STORE008,352,35
PROD0063,STORE009,293,31
PROD0063,STORE010,478,93
PROD0063,STORE011,399,98
PROD0063,STORE012,284,65
PROD0063,STORE013,90,63
PROD0063,STORE014,317,56
PROD0063,STORE015,404,62
PROD0063,STORE016,129,43
PROD0063,STORE017,126,74
PROD0063,STORE018,235,78
PROD0063,STORE019,300,40
PROD0063,STORE020,456,68
PROD0064,STORE001,369,48
PROD0064,STORE002,491,51
PROD0064,STORE003,9,84
PROD0064,STORE004,463,66
PROD0064,STORE005,354,59
PROD0064,STORE006,166,38
PROD0064,STORE007,372,58
PROD0064,STORE008,164,90
PROD0064,STORE009,140,81
PROD0064,STORE010,416,56
PROD0064,STORE011,317,98
PROD0064,STORE012,32,90
PROD0064,STORE013,19,30
PROD0064,STORE014,458,98
PROD0064,STORE015,191,48
PROD0064,STORE016,93,50
PROD0064,STORE017,146,59
PROD0064,STORE018,410,87
PROD0064,STORE019,337,58
PROD0064,STORE020,427,92
PROD0065,STORE001,286,91
PROD0065,STORE002,385,44
PROD0065,STORE003,433,74
PROD0065,STORE004,361,30
PROD0065,STORE005,459,34
PROD0065,STORE006,99,83
PROD0065,STORE007,481,93
PROD0065,STORE008,282,56
PROD0065,STORE009,144,73
PROD0065,STORE010,219,48
PROD0065,STORE011,447,88
PROD0065,STORE012,438,45
PROD0065,STORE013,344,52
PROD0065,STORE014,57,51
PROD0065,STORE015,370,43
PROD0065,STORE016,334,62
PROD0065,STORE017,231,76
PROD0065,STORE018,15,58
PROD0065,STORE019,135,37
PROD0065,STORE020,422,60
PROD0066,STORE001,109,78
PROD0066,STORE002,332,31
PROD0066,STORE003,190,38
PROD0066,STORE004,121,31
PROD0066,STORE005,190,44
PROD0066,STORE006,439,40
PROD0066,STORE007,107,54
PROD0066,STORE008,488,89
PROD0066,STORE009,159,65
PROD0066,STORE010,34,57
PROD0066,STORE011,223,73
PROD0066,STORE012,30,40
PROD0066,STORE013,433,79
PROD0066,STORE014,278,76
PROD0066,STORE015,418,99
PROD0066,STORE016,401,91
PROD0066,STORE017,499,71
PROD0066,STORE018,376,94
PROD0066,STORE019,246,51
PROD0066,STORE020,158,54
PROD0067,STORE001,31,43
PROD0067,STORE002,111,74
PROD0067,STORE003,257,81
PROD0067,STORE004,182,67
PROD0067,STORE005,145,98
PROD0067,STORE006,108,86
PROD0067,STORE007,209,76
PROD0067,STORE008,273,79
PROD0067,STORE009,393,77
PROD0067,STORE010,425,49
PROD0067,STORE011,193,57
PROD0067,STORE012,456,93
PROD0067,STORE013,476,77
PROD0067,STORE014,232,93
PROD0067,STORE015,31,77
PROD0067,STORE016,210,78
PROD0067,STORE017,228,58
PROD0067,STORE018,276,76
PROD0067,STORE019,459,61
PROD0067,STORE020,433,86
PROD0068,STORE001,58,84
PROD0068,STORE002,336,34
PROD0068,STORE003,74,76
PROD0068,STORE004,210,87
PROD0068,STORE005,167,85
PROD0068,STORE006,109,46
PROD0068,STORE007,191,72
PROD0068,STORE008,354,63
PROD0068,STORE009,296,99
PROD0068,STORE010,266,95
PROD0068,STORE011,397,87
PROD0068,STORE012,435,43
PROD0068,STORE013,7,75
PROD0068,STORE014,124,31
PROD0068,STORE015,182,64
PROD0068,STORE016,94,44
PROD0068,STORE017,414,55
PROD0068,STORE018,181,94
PROD0068,STORE019,226,85
PROD0068,STORE020,84,68
PROD0069,STORE001,178,35
PROD0069,STORE002,290,53
PROD0069,STORE003,300,73
PROD0069,STORE004,357,65
PROD0069,STORE005,140,77
PROD0069,STORE006,114,66
PROD0069,STORE007,304,72
PROD0069,STORE008,265,50
PROD0069,STORE009,137,92
PROD0069,STORE010,478,89
PROD0069,STORE011,173,96
PROD0069,STORE012,472,86
PROD0069,STORE013,103,63
PROD0069,STORE014,10,44
PROD0069,STORE015,122,85
PROD0069,STORE016,313,83
PROD0069,STORE017,389,69
PROD0069,STORE018,40,38
PROD0069,STORE019,431,63
PROD0069,STORE020,12,79
PROD0070,STORE001,481,53
PROD0070,STORE002,348,48
PROD0070,STORE003,10,78
PROD0070,STORE004,245,53
PROD0070,STORE005,377,46
PROD0070,STORE006,2,70
PROD0070,STORE007,232,34
PROD0070,STORE008,162,39
PROD0070,STORE009,22,60
PROD0070,STORE010,192,62
PROD0070,STORE011,195,37
PROD0070,STORE012,408,98
PROD0070,STORE013,101,51
PROD0070,STORE014,93,63
PROD0070,STORE015,277,80
PROD0070,STORE016,109,39
PROD0070,STORE017,255,88
PROD0070,STORE018,155,59
PROD0070,STORE019,409,73
PROD0070,STORE020,475,74
PROD0071,STORE001,456,63
PROD0071,STORE002,471,83
PROD0071,STORE003,175,71
PROD0071,STORE004,349,44
PROD0071,STORE005,215,68
PROD0071,STORE006,21,40
PROD0071,STORE007,494,56
PROD0071,STORE008,308,32
PROD0071,STORE009,100,63
PROD0071,STORE010,49,40
PROD0071,STORE011,359,57
PROD0071,STORE012,43,81
PROD0071,STORE013,243,50
PROD0071,STORE014,423,71
PROD0071,STORE015,140,54
PROD0071,STORE016,323,84
PROD0071,STORE017,170,38
PROD0071,STORE018,249,56
PROD0071,STORE019,55,41
PROD0071,STORE020,182,76
PROD0072,STORE001,13,99
PROD0072,STORE002,446,34
PROD0072,STORE003,496,86
PROD0072,STORE004,313,95
PROD0072,STORE005,343,31
PROD0072,STORE006,187,71
PROD0072,STORE007,433,79
PROD0072,STORE008,368,67
PROD0072,STORE009,474,49
PROD0072,STORE010,303,51
PROD0072,STORE011,296,61
PROD0072,STORE012,252,70
PROD0072,STORE013,224,51
PROD0072,STORE014,419,75
PROD0072,STORE015,390,51
PROD0072,STORE016,454,41
PROD0072,STORE017,358,79
PROD0072,STORE018,54,85
PROD0072,STORE019,428,36
PROD0072,STORE020,277,62
PROD0073,STORE001,279,35
PROD0073,STORE002,186,85
PROD0073,STORE003,318,41
PROD0073,STORE004,319,30
PROD0073,STORE005,452,87
PROD0073,STORE006,182,89
PROD0073,STORE007,381,88
PROD0073,STORE008,192,81
PROD0073,STORE009,468,52
PROD0073,STORE010,288,43
PROD0073,STORE011,367,39
PROD0073,STORE012,369,34
PROD0073,STORE013,448,95
PROD0073,STORE014,182,70
PROD0073,STORE015,388,74
PROD0073,STORE016,279,50
PROD0073,STORE017,171,30
PROD0073,STORE018,356,64
PROD0073,STORE019,397,76
PROD0073,STORE020,249,85
PROD0074,STORE001,446,59
PROD0074,STORE002,473,87
PROD0074,STORE003,439,32
PROD0074,STORE004,168,35
PROD0074,STORE005,278,46
PROD0074,STORE006,20,100
PROD0074,STORE007,65,73
PROD0074,STORE008,281,85
PROD0074,STORE009,499,44
PROD0074,STORE010,19,41
PROD0074,STORE011,113,46
PROD0074,STORE012,167,60
PROD0074,STORE013,66,100
PROD0074,STORE014,307,74
PROD0074,STORE015,148,65
PROD0074,STORE016,318,54
PROD0074,STORE017,92,93
PROD0074,STORE018,87,34
PROD0074,STORE019,60,86
PROD0074,STORE020,444,69
PROD0075,STORE001,320,44
PROD0075,STORE002,449,39
PROD0075,STORE003,313,63
PROD0075,STORE004,418,95
PROD0075,STORE005,51,58
PROD0075,STORE006,188,65
PROD0075,STORE007,244,73
PROD0075,STORE008,266,96
PROD0075,STORE009,464,35
PROD0075,STORE010,15,92
PROD0075,STORE011,411,87
PROD0075,STORE012,376,70
PROD0075,STORE013,314,76
PROD0075,STORE014,448,41
PROD0075,STORE015,253,40
PROD0075,STORE016,416,53
PROD0075,STORE017,471,89
PROD0075,STORE018,425,70
PROD0075,STORE019,379,47
PROD0075,STORE020,315,62
PROD0076,STORE001,177,31
PROD0076,STORE002,233,83
PROD0076,STORE003,332,65
PROD0076,STORE004,369,63
PROD0076,STORE005,126,50
PROD0076,STORE006,228,57
PROD0076,STORE007,202,60
PROD0076,STORE008,31,64
PROD0076,STORE009,225,83
PROD0076,STORE010,289,36
PROD0076,STORE011,141,57
PROD0076,STORE012,433,50
PROD0076,STORE013,259,72
PROD0076,STORE014,65,36
PROD0076,STORE015,125,47
PROD0076,STORE016,477,47
PROD0076,STORE017,133,66
PROD0076,STORE018,174,66
PROD0076,STORE019,448,80
PROD0076,STORE020,54,41
PROD0077,STORE001,487,72
PROD0077,STORE002,356,98
PROD0077,STORE003,118,33
PROD0077,STORE004,71,44
PROD0077,STORE005,211,54
PROD0077,STORE006,22,52
PROD0077,STORE007,337,77
PROD0077,STORE008,496,41
PROD0077,STORE009,180,63
PROD0077,STORE010,382,71
PROD0077,STORE011,440,55
PROD0077,STORE012,419,49
PROD0077,STORE013,406,58
PROD0077,STORE014,201,81
PROD0077,STORE015,118,60
PROD0077,STORE016,89,64
PROD0077,STORE017,284,87
PROD0077,STORE018,316,83
PROD0077,STORE019,196,48
PROD0077,STORE020,19,49
PROD0078,STORE001,95,49
PROD0078,STORE002,175,49
PROD0078,STORE003,388,93
PROD0078,STORE004,330,100
PROD0078,STORE005,385,92
PROD0078,STORE006,154,67
PROD0078,STORE007,355,55
PROD0078,STORE008,52,60
PROD0078,STORE009,244,41
PROD0078,STORE010,224,95
PROD0078,STORE011,290,34
PROD0078,STORE012,383,64
PROD0078,STORE013,335,90
PROD0078,STORE014,108,64
PROD0078,STORE015,376,41
PROD0078,STORE016,354,43
PROD0078,STORE017,264,30
PROD0078,STORE018,303,67
PROD0078,STORE019,235,75
PROD0078,STORE020,452,84
PROD0079,STORE001,349,60
PROD0079,STORE002,499,39
PROD0079,STORE003,386,99
PROD0079,STORE004,52,46
PROD0079,STORE005,1,100
PROD0079,STORE006,215,30
PROD0079,STORE007,500,31
PROD0079,STORE008,16,100
PROD0079,STORE009,332,38
PROD0079,STORE010,43,44
PROD0079,STORE011,2,71
PROD0079,STORE012,262,82
PROD0079,STORE013,322,85
PROD0079,STORE014,58,37
PROD0079,STORE015,82,42
PROD0079,STORE016,476,78
PROD0079,STORE017,332,93
PROD0079,STORE018,217,74
PROD0079,STORE019,392,48
PROD0079,STORE020,278,84
PROD0080,STORE001,31,31
PROD0080,STORE002,391,50
PROD0080,STORE003,471,77
PROD0080,STORE004,113,85
PROD0080,STORE005,184,50
PROD0080,STORE006,465,96
PROD0080,STORE007,34,59
PROD0080,STORE008,498,93
PROD0080,STORE009,490,40
PROD0080,STORE010,459,61
PROD0080,STORE011,196,80
PROD0080,STORE012,236,32
PROD0080,STORE013,486,72
PROD0080,STORE014,175,31
PROD0080,STORE015,77,66
PROD0080,STORE016,3,30
PROD0080,STORE017,495,96
PROD0080,STORE018,229,92
PROD0080,STORE019,17,80
